0,4702876781
-0,2802795047
0,03737818368
-0,06683197103
0,01058150024
-0,1504903354
0,1747804938
-0,003513427293
0,07785136549
-0,0004756920073
-0,03033306295
0,01037026794
0,009089474926
-0,1796962944
0,3803566588
-0,0153210537
0,09477678213
-0,1413390584
0,3688548326
0,004211782937
0,5426880084
0
0,0003941198231
0,3278328858
-0,07797559739
-0,3737005266
-0,02130647142
-0,00315862421
0,402312762
0,0000000002510895936
-0,1666484828
-0,2013542367
0,00004428319018
0,1601258972
0,02390527199
0
0,1628778639
0,1853476416
0,0416788617
0,5145018974
0,2384252553
-0,003411512992
-0,4422220659
-0,006448079856
-0,2697402175
0,0007593912129
-0,1633028604
0,4856767426
0,0001812341926
0,3759535108
0
-0,00002446432515
0,1508973678
0,07283719041
0,0003155314518
0,00000001222284751
0,03794788049
0,0009022078011
0,2135757908
-0,02928240588
0,006553998266
-0,1967147214
0,0008185995821
0,158591331
0,2263162174
0,2132003735
0,000001037590129
0,004879777249
0,01139056657
0,07140702008
-0,08371115797
0
0,0008251402804
-0,000001723080493
0,003690500325
0
0,04268798322
0,002733089343
-0,0993848008
0,1673135563
-0,05371880398
0,000000009983069038
0,1050746355
0,01378143892
-0,2368310719
0,000001797456114
0,004040049975
-0,05318621366
-0,007110212871
0,00589858442
-0,0007470147203
-0,002400825465
0
0,007258142212
0,086278934
-0,1572812215
-0,002666618282
0,00001559083847
0,006983579
-0,0002557025363
